,content,label
412,진짜 진 많이 웃었고 또 완전 감동적이었다~ 단 한장면도 지겹지가 않았다.,0
809,진짜 허니잼 꿀잼 개꿀잼 꼭보셈,0
927,"하루를 두 번 사는 것처럼 열심히 그리고 가족의 소중함 등 뻔할수 있는 주제를 뻔하지 않게 재밌게 전달하더라구요. 모쏠과 같은 남주인공이 수 고백에 성공한 후 구름위를 둥둥 걷는 설레는 마음을 흔들리는 카메라워크로 보여주고, 첫사랑 그녀에게 막날에 고백해 실패한 첫 뒤, 시간을 되돌려서 첫날에 고백해도 이루어지지않아서 (될놈될) 훗날 그녀를 다시만났을 때에도 결국 그녀를 쿨하게 돌려보내는 그런 남주의 마음에 공감이 많이 가더라구요.영화 막바지에 남주 아버지와 마지막 산책을 하는 장면에서 울컥하더군요. 수 남주가 탁구시합에서 이긴 상으로 키스를 해드리겠다고 하자 아버지가 무언가를 예감한듯 “마지막인가보구나”라고 하는데 정말 슬펐습니다. 이런 영화를 수 7년만에 볼 수 있어서 행복했어요~!!",1
101,진짜 맛깔나는 불량식품 같은 작품,0
393,웃겨ㅋㅋㅋ봐도봐도질리지않는그의영화,0
1537,진짜 재밌어열 특히 쥐 목소리가 넘 쥐 귀엽당...ㅎ,0
522,비키 베드씬이 너무 화끈해서 잠자면 꿈에서 계속.... 대박^^,1
641,"재밌다. 손오공~~~맹도견들처럼 본능을 억제하고 서역 먼길 견마잡이로 나선 손오공의 뒷모습이 한편으론 조금 쓸쓸해보이기도 하지만... 동행하는 친구들도 있고, 암튼 결론은 유쾌하고 재밌다는 거.",1
320,난 앨리가 스타 포기하고 돌아와서 서로 노래부르면서 다니는 행복한 결말만 생각하고있었는데 뒷통수 맞은기분앨리가 자신의 힘든 삶의 탈출구였지만 커져만가는 앨리의 앞 길을 막을 수 없었고커져만가는 자신의 과거 때문에 점점 무너져 내려가고 영화 보는 내내 생각이 든게 앨리는 왜 잭슨의 상황을 몰라줬냐는거냐 잭슨이 힘들어하는거 뻔히 다 보이는데,1
1145,"인상적인 배우들의 연기와, 그것을 뛰어넘는 묘한 공감대.",0
63,사람도 죽고 내가 본 상어영화에서 재일 재밌음.,1
733,결혼은 견우같은 남자와 해야겠다 싶은 영화 나무 벼락맞아서 두조각났는데 그녀가 상심할까봐 똑같은 나무 구해서 심어놓고 감동감동!!,1
85,미쳐버린 걔꿀잼 누군가에겐 이 자신의 이야기,0
1216,액션신이 별로 없는데도 심장을 쫄깃하게 만들어준 웰메이드 범죄물! 류승범 황정민의 연기를 기 보는것만으로도 즐거운데 잘만들어진 영화라 기쁨 두배!,0
1293,깜짝깜짝 놀라는장면 있네요 ㅎ 특이한 소재인듯. 1년에 하루 살인이 허용된다니.. 퍼지를 이용한 짭짤한 돈벌기 알바도 있는거 같구. 보는내내 좀 짜증났던게 중상층의 놀이감.. 퍼지의 상대가 돈없고 뺵없는 서민들이 타겟이라니.. 젠장,1
1050,정말최고였어요~ 콘서트의 생생한 현장감이 잘 전달됐습니다~,0
1360,4000원! 네이버에서 다운 받아서 봤음. 재밌음. ㅋㅋ,0
1523,정화가 철민을 찾아 헤매다가 결국 길 한 구석에 멈춰서서 울부짖는 장면에서 나도 따라 울부짖었다. 난 소리 없이..,1
1162,어릴 땐 온 가족이서 봤던 영화. 처음으로 집 마련하고 이사마치고 그날 저녁에 본 영화. 그 그 때의 기분 탓인진 몰랐는지만 그렇게 웃길 수가 없었다.,0
1338,너무 짧았던 러닝타임. 86분으로 다 하지못한 악사들의 얘기가 무척 궁금해졌다.,1
1265,마틴 로렌스의 코믹한 연기가 인상깊었다.,0
1412,평점이 아무도 없네요 10점 주고갑니다.,0
1165,OCN에서 다시해주는거 보는데 너무 재밌고 웃겨요!! 그리고 성동일씨 뽕 넣은 장면 진짜 웃겼어요ㅋㅋㅋ,1
540,기억을 가지고 윤회를 거듭한 개가 원주인을 찾아가 이전생의 업장을 상쇄한다는 내용. 데니스 퀘이드 여전히 멋지네,1
819,급우들을 향한 보네의 악수는 늘 염두해 두었던 것 같았다. 가슴이 꾸 욱 눌렸다.,1
439,아름다운 곡들,0
628,이영화를 본것만으로도 선택 받은 거임,0
1341,이거 재밌는데...,0
1315,와나 거의 3시간 동안 시간가는 줄 모르고 봤는데 갑툭튀 결말이라서 황당했지만 진짜 재밌게 진 봄,1
431,삶의 소중함을 알게해주는 정말 좋은영화!,0
11,이누도 잇신 감독 영화라서 봤는데 정말 재밌었음. 진짜 보통 전쟁영화가 아니고.. 감독 특유의 연출력이 돋보임. 감동도 있고 원작이 있어서 그런지 스토리도 굉장히 탄탄함.. 강추!,0
1228,아~~ 또 보고싶다. 모두 연기를 정말 잘해. ㅠㅠ,0
1416,황야의 마녀 마지막까지 발암이라 보면서 많이 답답했지만 그거 빼면 최고,1
738,보는 내내 둘이 어떻게될까 조마조마 했는데 해피엔딩이어서 다행.,1
902,소재도 좋고 스릴도 있고 적당히 긴장감도 돌고... 이정도면 잘 만든 영화입니다. 저는 아주 잘봤습니다. 링컨과 케네디의 일치점은 사실입니다. 평행이론이라는 책은 영화에서만 존재하는 것이었네요. 저는 읽어볼려고 찾아봤네요,1
1091,아따맘마의 오리지널 ㅋ,0
1071,기다린다는 가즈코 이모와는 달리 마지막 부분에서 치아키가 기다린다니 뛰어간다는 마코토.. 영화 제목에 딱 맞는 마지막 대사가 아닐까,1
1496,아름다운 영화... 적절한 발킬머,0
1062,"어바웃타임, 비긴어게인, 라라랜드 정말 좋아하고 특히 비교적 최근에 본 라라랜드를 정말 너무 감명깊게 인생영화로 봐서 친구가 스타이즈본 쩐다고 라라랜드보다 낫다고해서 기대를 해서 그런가 앨리가 스타가 되기전까지 나는 전개가 진 너무 지루하고 그 이후로도 왜 호평을 받는지 모르겠다. 그냥 지루하고 노래도 그닥 좋은지 모르겠고 알콜 약물중독걸린 잭이 자살하는 결말로 간게 너무 요즘 영화같지않게 무식하다고 할까...차라리 팝스타식 댄스 대중가요 노래 부르는 앨리와 예전에 홀로 좋아하던 노래 부르는 앨리를 비교하면서 너답지 않다고 갈등하다가 나중에 댄스 대중가요 버리고 하고싶은 노래를 하게되고 잭과 앨리, 잭과 형의 인물간의 댄 감정에 좀 더 진 초점을 맞췄으면 어땠을까 생각이 든다. 나는 개인적으로 진짜 쏘쏘였다...",1
301,나의 초등학교시절 본 영화. 마지막 엔딩..눈물 펑펑...슬퍼요.,1
284,누나가 죽었는데 주인공 머릿속에서 멀쩡한 사람처럼 살아있는 것이 너무 큰 몰입 방해 요소였다. 죽은 사람이 이렇게 멀쩡하게 대화도 하고 주위인물 아무도 주인공이 허공에 대고 대화하는 걸 이상하게 여기지 않는 개연성 충돌이라 생각된다. 신파나 약간의 개연성 부족은 다 넘어갈 수 있지만 괜히 큰 부상을 입은것으로 해도 될 누나의 상황을 굳이 사망을 시킬필요가 있었나 싶은 생각이 상영 내내 들었다.죽은 누나와 멀쩡히 대화하는 주인공이 정신병걸린것이 아닌가 의심해야되는 개연성부족한 설정을 제외한면 그럭저럭 볼만했다.,1
33,"답답하고, 냉정한 도시. 볼 영화가 만들어진 97년에 비해 지금은 사람답게 살 수 있는 세상인지, 나 자신은 어떠한지 생각해 볼 볼 만 하다.",0
1399,이건 뭐...국내에 너무 안 안 알려진 영화라...매니아들만 봤을테니...후회는 없다.,0
549,살짝 과한 스토리이긴 했다. 근데 그냥 노래들이 좋았고 배우 가창력이 좋아서 그냥 평타는 친거같다. 여주는 개화시켜줬으면서 본인 인생은 왜 쓰레기같이 버려야했는지... 자살자들은 도저히 이해가 안간다. 그리고 전반적으로 여주의 코가 아주 대단하긴했다. 영화가 끝나고 나서 여주가 레이디가가 였다는걸 알게 됐고 이렇게 생겼다는것을 처음 알게됐다.,1
1119,너무너무 여운이 남는 영화네요. 화면에 이제훈이 등장할때마다 몰입감이 엄청납니다. 작은 오해들이 모여서 갈등이 되고 사랑받지 못한 아이는 물리적 폭력을 행사하고 그게 또다른 갈등을 만들어냅니다. 미숙한 소통방식은 결국 최악의 결말을 만들어내네요. 청소년기에 아이들이 한번씩은 겪어봤을만한 미묘한 감정들이 너무나 잘 표현되어있어요. 가해자나 피해자를 명확히 구분짓지 못하는 너무 안타까운 내용이였어요.,1
338,낮설기에 더 내감정으로 분노할 수 있었습니다.,0
743,꽤나 지루한면이 언짢아 있었다 그러나 끝을 보고 눈물을 왈칵 쏟아버렸다,1
1235,흑백 영화를 처음부터 끝까지 본 건 이 영화가 처음이었다.끔찍하고 화나고 슬프지만 쉰들러 리스트에 든 여자들이 아우슈비츠를 빠져나올 때 희열감을 느끼며 행복해졌다.,1
724,변호인보다 더욱 실제감 있는 법정영화. 남자로서는 분통 터질 지경,0
367,귀염둥이 자식들~여전히 귀여웠다.,0
755,오페라 좋아하는 사람을 이해할수가 없었는데 이 영화의 나를 울게하소서 이 하나만으로 오페라에 빠져버렸다.영화를 처음본날이 십여년전이건만 그날의 감동이 아직도 감돈다.,0
876,추천합니다. 정말 재밌어요!,0
215,1편보단 별로였지만 그래도 나름 재밌었음,0
966,연말에 추천할만한 따뜻한 영화. 배경음악도 참 좋았다,0
545,잔인한공포 좋아하시면 좋아요~이정도면재미있네요...,0
1243,무지가 비참함을 낳는 것,1
1259,진짜 너무 좋았어요ㅠㅠ 베일리가 이든을 잊지않고 찾아가는 장면 정말 감동적이였어요. 슬프기도 하지만 중간에 엉뚱한 베일리의 말 때문에 웃기도 했어요ㅋㅋ 오랜만에 영화 본 건데 이 영화보길 잘한거 같아요.,1
1451,나름 재밌었음,0
1018,나는 살아간다,0
1063,"어바웃타임, 비긴어게인, 라라랜드 정말 좋아하고 특히 비교적 최근에 본 라라랜드를 정말 너무 감명깊게 인생영화로 봐서 친구가 스타이즈본 쩐다고 라라랜드보다 낫다고해서 기대를 해서 그런가 앨리가 스타가 되기전까지 나는 전개가 너무 지루하고 그 이후로도 왜 호평을 받는지 모르겠다. 그냥 지루하고 노래도 그닥 좋은지 모르겠고 알콜 약물중독걸린 잭이 자살하는 결말로 간게 너무 요즘 영화같지않게 무식하다고 할까...차라리 팝스타식 댄스 대중가요 노래 부르는 앨리와 예전에 홀로 좋아하던 노래 부르는 앨리를 비교하면서 너답지 않다고 갈등하다가 나중에 댄스 대중가요 버리고 하고싶은 노래를 하게되고 잭과 앨리, 잭과 형의 인물간의 감정에 좀 더 초점을 맞췄으면 어땠을까 생각이 든다. 나는 개인적으로 진짜 쏘쏘였다...",1
1005,.겁쟁이페달보고싶다,0
1366,"무능한 정부, 국민을 정 지킬 의지가 없는 정부",0
919,아..정말 추억의 영화.. 아버지가 녹화해놓은것을 10번도 더 넘게 본듯한..,0
789,아빠와 어린이로 돌아가 그 바닷가에서 손잡고 그 짧은 그 순간에서 이별이 끝이 아니기를 바라는 그 순간이 다가오는게 그 너무 슬펐다 영원히 잊혀지지 않을 장면이다,1
381,영화사에서 최고의 엔딩 씬이 아닐까.. 웃기면서 마지막에 울리는 감동...,1
1347,천사의 숨소리! 최고의 작품이네요 마지막 그 감동은 잊을수 없어요 쵝오!,1
113,명동역 cgv에서 봤어요. 감동 받았습니다. 남을 돕고 살리는 사람이 될께요!,0
925,인어공주의 사랑이야기가 신선하고 흥미로웠다.,0
134,"최고의 눈물 포인트 마지막 원빈배우 노역 하신분이 나오셔서 ""오신다고 했잖아요. 돌아와서 마저 만든다고 했잖아요""? 이런 대사 할때 안울었던 사람 거의 없다고 봅니다. 분단의 아픔, 동족상잔의 아픔 이런거 다 떠나서 한번쯤 보고 눈물흘리게 되는 영화라고 봅니다.",1
583,훈훈하고 감동적이에요 !!최고평정 낮은게 이해안감 ~~,0
1460,아름다운 영화. 다만 바이올린에서 시작하여 첫사랑으로 끝나는 과정이 썩 매끄럽지만은 않았다.하지만 좋다!,1
948,많이.. .. 안타깝다,0
1333,애초에 천재설정 영화에서 감독의허황이라고 비판하는 사람들이 더 이해안감;;,0
1375,오래된 영화라서 스포하고갑니다...범인은 이춘재입니다...,1
778,"무슨 영환지 모르고 박해일이 나온다는 이유로 보게됬는데, 우리나라의 현실에 대해 시사하는 바가 많은 영화였다. 많은 생각을 할 수 있었던 것 같다.",0
347,많은 생각이 떠돌게 되는 영화...,0
257,문제해결이 너무 일사천리라 조금 허무하긴했지만.. 깔끔한 로맨스,1
1123,아..다시보고싶네요ㅜㅜ리메이크안되나요?제인생최고의드라마!그대와함께!,0
205,진 김정태 진짜 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1157,너무너무재밌게잘봤어요,0
846,딱한마디만하겠습니다....... 최고!!!,0
222,엄청난 시각효과...,0
891,"전에는 설렁설렁봤다면 이번엔 몰입해서 봤는데 생각보다 유쾌한 스타일 보다는 디스토피아 느낌이 좀 있었음. 어릴 때 볼때는 걍 재밌다~ 이거였음 생 근데 다시보니 나한텐 뭔가 재해석된 느낌? 원래 영화볼 때 스킵 줫나게 하는데 이건 몰입해서 그럴 틈도 없었음. 그만큼 나한텐 개꿀잼이었던 영화. 인물 간 짜임새, 이해관계도 이제 보니 탄탄하게 느껴짐. 그래서 잘만든 영화라고 생각 듬. 또 어두운 권력 구도에 맞서는 스토리를 좋아해서 더 재밌게 봄. 매장면 거를 때 타선이 없음. 마지막에 평경장 오른팔 짤렸다고 정마담이 자세하게 얘기하는 장면은 너무 억지스럽긴 했는데 그거 제외하고 생 모든 것이 완벽한 느낌. 걍 내 인생영화;; 공공의적과 더불어 ㅋㅋㅋ",1
957,"영화 초반부터 끝까지 콧물 눈물 다 빼낸 영화.. 개인적으로 덕구 역을 맡은 정지훈 배우님의 대사들이 제일 기억에 남는듯 하다. 덕구 캐릭터와 때 찰떡이기도 했고, 엄마 눈 찾을려고 덕구 때 자신을 외칠 때 눈 엄청 오열 했던거 같다. 나중에 또 꺼내볼 인생 영화가 되지 않을까 생각한다.",1
1160,"반전, 그 시작과 끝이다",1
445,기태가 친구들한테 특히 마지막에 너만없으면돼 라는말들었을때 보는 나까지도 충격적이였어요 아빠가 이유를 알고싶어서 친구들찾아다니는데.. 딱히 이렇다할 큰사건이 있었던것도 아니고 뭐라말하기힘든 사소한 일들이 쌓이고 오해,1
551,애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ,0
460,진짜 한번더보고싶은영화입니다콩코드기가나오는영화인데....끝장면이 진 참안타까운영화이지요,1
1443,완전짱이에여999999999999999999999999999999999999999999999999999999점이에요.ㅋㅋ,0
1548,"제 배종옥 김갑수 주연의 '세상에서 가장 아름다운 이별'이란 영화도 심금을 울립니다. 우리 아버지 제 모습같고 어머니 얘기같고 저와 제 여동생 여 모습같아서 너무나 잘 봤던 영화입니다. 몇달이 지났는데 ""아들~""하고 부르던 엄마의 음성이 잊혀지질 않네요.",0
959,허.. 이런영화를 왜 놓치고 있었지?,0
345,마지막에 터미네이터가 죽으면서 슬폈습니다ㅠㅠㅠ,1
1437,혼자 보긴 너무 아깝다. 2004년 올해의 영화.,0
881,재미 반 기대 반이네요 ㅎㅎ 더욱 기대합니다,0
491,내 인생 최고의영화.. 나는 여자주인공 대신 남자가 죽은게 아니라 원래 남자주인공이 죽을 운명이었지만 사랑을 모르는 남자에게 신이 주신 하루의 선물이라고 생각이든다..,1
1497,반전에 이은 제2의 반전! 괜찮었습니다. 긴장감도 괜찮았고~ㅎㅎㅎ,1
1535,한국공포영화의 최고봉!! 여자의 곡하는소리는 전세계모든 귀신들도 덜덜 떨며도망갈것같다. 혀를 길게 내뺀 시어머니의 몰골은 가히 충격적이다.,1
188,공포영화매니아의 지침서,0
734,엄청 웃기다.,0
1092,포켓몬스터 AG 아름다운 소원의 별 지라치를 보았다. 아주아주 재미있었다.,0
541,기억을 가지고 윤회를 거듭한 개가 원주인을 찾아가 이전생의 업장을 상쇄한다는 내용. 데니스 퀘이드 여전히 멋지네,1
934,굿~~!!,0
247,"감동입니다, 수작이네요.. 그림은 더 훌룽하지만요...",0
523,7명의 젊은이들의 헌신이 전범국이될 체코의 운명을 바꿨다.,0
486,매력적인 영화...,0
623,샤오샤오에게 아버지가 남긴 편지가 가장 가슴에 남습니다. 아들보다 어쩌면 더 샤오샤오를 아꼈던 아버지의 깊은 정. 언제라도 돌아오라는 말씀에 목이 메입니다.,1
1358,이영화 땜에 5만원짜리 태워서 담배피다 마누라한테 개쳐맞음 맞아도 이영화는 좋다 전설갑짱이다,0
1181,조폭 미화 안 해서 좋긴 한데...그렇다고 나오는 조폭마다 다 죽여버리네ㅋㅋㅋ 내심 독사파 두목하고 싸운 빡빡이 애는 안 죽길 바랬는데,1
969,과하지않다 강간범새끼들은 저것보다 더해줘도 분하다 강간은 정신을 완전히 난도질하는거다 당한사람은 죽지못해 사는거뿐 이거 남자들이 많이써서 이리평점이 낮은가봄 소름 ㄷ,0
339,가끔 지루해지지만 겨우 관에 갇힌 사람 한 명과 사 몇몇 도구로 이런 몰입도와 주제 의식을,1
920,아..정말 추억의 영화.. 아버지가 녹화해놓은것을 10번도 더 넘게 본듯한..,0
1520,잼있네요ㅡ뻔한스토리이긴하지만 마지막에 주인공 죽는줄알았네요 ㅜㅡㅜ가슴졸이면서 참 재미있게 봤음 ㅎ ㅎ,1
556,일본판 삼시세끼. 중간에 자막올라갈때 나가려고 폼잡으면망신당해요,1
866,"뻔한 이야기일 수 있었겠지만, 그들의 가까이 서있을 수 있다는 것",0
162,반전이있네요 ㅠㅠ 감동,1
34,"답답하고, 냉정한 도시. 영화가 만들어진 97년에 비해 지금은 사람답게 살 수 있는 세상인지, 나 자신은 어떠한지 볼 생각해 볼 만 하다.",0
899,<나이트 플라이트>에 이어 두번째다. 장르가 로맨스에서 공포로 바뀌는 영화가.,1
897,14년이 지난 지금 호빗3편을 모두 보고 다시 원정대를 보고 있습니다. 와.. 진짜 사 엄청나게 보 압축된 줄거리에 다시한번 감동과 재미를 선사하는군요. 사실 그 당시엔 무진장 지루하고 이해안가는 이름과 전쟁 이야기들때문에 힘들었었거든요.ㅋ,0
78,초반에 엘베안에서 공효진이 이선균 기습볼뽀뽀할때 왜이리 좋지ㅋㅋㅋㅋ 이선균 공효진 둘다 표정이 재밌어서 그런가 되게달달했음ㅠ 새벽까지 몰아서 봤는데 꿀잼졸잼짱잼!!!,1
1323,재밌던데 이거 ㅋㅋㅋ 특히 차안에 있을때 긴장감,1
1505,앱햄이라는 인물이 마지막에 독일군을 죽이는 장면에서 전쟁이 사람을 바뀌게 만드는 구나 생각했습니다. 엄청 답답했지만 이 인물을 통해 전쟁 상황에 무서움을 보여주는 것 같아 더 많은 걸 느꼈습니다. 아무튼 영화는 짱짱!!,1
750,류승범 레전드 시절 양아치 연기 연 제대로,0
1387,마지막 30분이 최고다... 영화음악 또한 뛰어나다.,1
799,내생에 가장 인정하는 드라마 = 여명의 눈동자 <허준<모래시계<황금의제국!! 이 드라마로 보 인해 내 인생이 바뀌고 보 있다. 나도 규모가 작긴 이 하나 사업가의 집안에서 가족간의 갈등으로 서로 원수비슷하게 지내다가. 이 드라마를 보고 마음을 바꿨다.,0
1011,"말이 필요없다, 장 세심한 것 하나 놓치지 않는 완벽주의자 장 피에르 주네!",0
694,적당히 슬픈 로맨스 영화겠지 했는데 참 청춘의 전부를 함께 해온 두 사람이 헤어지는 과정에서 눈물이 났습니다.,1
510,세번째 아이 아 낳기 전에 아버지랑 마지막으로 만나 산책하는 장면에서 눈물...주인공이 마지막에 매일 매일을 최선을 다해서 살자는 말 했을때도 정말 감동이었습니다,1
226,기차 추적신이 제일 얼 재밌네요!! 후라이팬으로 얼굴 후려쌔리기 압권 ㄱ-,1
421,따뜻한 엄마 사토이야기가 정말 감동적이었다,0
659,여유로운 일요일 오후 나른하게 동화속 세계로 빠져들게하는 포근하고 따뜻한영화,0
448,아빠가 빌려오신 비디오로 봤는데... 몇번을 봤떤지 마지막에 살아있어서 더 울었어요ㅜ,1
173,말이 필요없고.. 진짜 꼭 봐야하는 영화.. 결말을 알았을때 숨이 콱하고 막혔음 놀라서..해피도 세드도 아닌 오픈엔딩 재미없다고 하는사람은 꼭 주인공 두명이서 알콩달콩 사랑해야하는 영화를 바라는 사람인가.,1
695,적당히 슬픈 로맨스 영화겠지 했는데 참 청춘의 전부를 함께 해온 두 사람이 헤어지는 과정에서 눈물이 났습니다.,1
182,아쉽게도 OZ201편에서 더빙으로 봤네... ㅠ0ㅠ,0
290,돌아온 싱하형,0
1025,최고제가본십대영화중하나.,0
1505,최고의 요리영화...,0
671,음.....어린이날보니아주재미있었어요어린이들에게추천,0
69,은주님이 그립네요....,0
1237,필름은 낡은듯하지만 무당4인방이 골고루 맘에듬다들개성만점,0
1487,밑에 사람들 정말 감정이 메마른 사람들이네 곧죽을 아이에 심정이 어떨지... ㅉㅉ,1
1187,"우리는 가리워져있는 길에 있다. 욕망으로 어두움으로 하지만 마음으로 삶을,오늘 하루를 지금을 즐기며 사는 것은 그 길을 뛰어넘어 내가 누구인지 찾아가는 과정이라고 생각한다.키팅 선생님의 말처럼 말이다. 카르페디엠",1
37,재키찬 손 손가락 짤림 ㅋㅋ,1
1449,의리에 살고 의리에 죽는다! 싸나이는 거짓말을 않는다!,1
29,재밋는데 뭔가 2% 부족한느낌..한석규 연기는 정말 최고인 듯그리고 연기도 못하는 이상한 아이돌들 안나와서 볼만한거 같아요근데 갑자기 나타난 윤소희? 연기 너무 거지같아서 1점 깎음 ㅜㅜ 너무이상함.. 드라마의 오점..,0
1375,개독교를 잘보여주고 잇다 유럽의.마녀사냥과 다르게 미국은 아주 그냥 종교 전체 전국적으로 마녀사냥한다 .지금까지도,0
1415,아녜스의 마지막 공연 '춘희'의 감동이 아직도 사라지지 않아요 발레의 아름다움을 한것 느낄수 있어서 좋았어요 ^^ 적극 추천이요,1
1437,속는셈 치고 이 사랑을 다시 믿어'보는 이 결말은 해피엔딩일까 새드엔딩일까 ? 이 결국 다시 반복하는게 아닐까? 해피엔딩인척 하는 새드엔딩 . 이라고 생각하는건 내 경험담 ..,1
462,대박 저하고는 코드가 너무 잘 맞네요 마니 야하지도않고 당시 사회상을 잘 반영하고 짜임새있는 스토리와적절한 러브모드 여주가 너무 매력적이어요 얼굴만이쁘다고 여주하나요 뭐! 10점 만점 에십점드립니다!!꼭 보시길,0
1290,정말 재밌다~,0
59,미남 헤헤;;무지무지 짱짱,0
432,"어릴적에 본후로 성인이되고 바쁘게 살다 넷플릭스에 가디언즈가 나와있어서 가벼운 마음으로 틀었지만 어릴때 보던 느낌과는 사뭇 다르게 다가오더군요 잊혀지는 두려움이란.. 제이미가 잭을 볼수있게 되었을때 눈물이 핑ㅠ 마지막 희망이 잭이었을때.. 창문에 토끼를 그렸을때 정말 어린애처럼 기뻐했어요 ㅎㅎ 그간 왜 에니메이션을 끊고 살았던건지,, 어린아이로 돌아가 잡생각없이 몰입해서 봤네요 정말 강추입ㄴㅣ다",1
1511,"늑대아이.. 진짜 최애 애니영화라 10번은 넘게 봤는데... 진짜 볼때마다 아메가 떠나가는 장면에서 계속 눈물이 흘렀네요... 그러면서도 이 영화를 이제 커서 보니까 "" 아니 하나뿐인 엄마가 산에서 밤새도록 쓰러졌는데... 집에라도 데려다주지... "" 라는 생각도 들고... 그래도 아직까지 정말 모두에게 추천해주고 싶을만큼 갓 애니영화입니다... 오랜만에 오늘 방송해주길래 울면서봤는데... 진짜 오래오래 방송해주세요~ ㅎㅎ",1
587,너무너무너무너무너무좋다,0
149,언제부턴가 주인공이 장애가 있다는걸모르고 보게 되는영화 생각해보면 벤치에 앉아 이야기를 듣던 사람들이 우리가 영화를 보며 변하는 모습처럼 보인다,1
480,연기와 수 대사가 재미있음에도 전달하려는 메시지는 의미있었다.자칫 지루할 수 있는 주제를 재미있게 풀어내어 더욱 집중하기 좋았다. 또 공장형 학교라는 수 큰 주제 아래에 친구 사이의 우정을 담아더 감동적이었다. 특히 란초와 파르한이 위독하신 라주의 아버지를 빠르게 병원으로 수 모셔와 라주와 수 끌어안는 장면은 정말 잊을 수 없다.,1
749,중간에 화면이 좀 끊기는것 빼곤 넘 좋았어요~,1
943,와 이편부터조각들이이어지네,0
1255,지금도 한번씩 봄 봄 물론 감독판!,0
875,아주 성공적인 재난 영화의 표본,0
1549,"잭 눈빛이 너무 진실돼서 잊혀지기가 않음 사랑하는 여자 위해서 전부를 주고 그렇게 빛나게 된 앨리를 흐뭇하게 바라만 보다가 자신이 민폐인 것 같아 사라지는게 너무 슬픔 두 번 보는거 강추 두 번째 보면 잭 인생이 얼마나 여 비극이었는지, 또 그만큼 앨리를 사랑하면서 얼마나 행복해했는지 보임 슬 오에스티도 완벽",1
1071,참신한 소재. 퀘벡 영화.,0
1425,꽃이피는 첫걸음 이후 정말재밌게본 p.aworks의 대명작이라 생각한다 초반에 약간 지루한감이 있는듯 했지만 2쿨로 들어서면서 캐릭터들의 심리갈등이나 스토리전개 에서 최고의 작품성을 보여준거같다 이정도면 ova나 극장판도 한번 기대를해본다,0
1489,정말재밌다 10자..,0
698,완전 굿!!,0
906,"결혼식에서의 il mondo.. 내가 수 생각할 수 있는 최고의 이상향적인 행복이었다. 누군가 나에게 이 인생에서 가장 감동적이었던 영화를 고르라 하면 주저없이 이 영화를 꼽을 수 있다. 메리와의 사랑, 결실, 아버지와의 이별은 모두 나에게 큰 감동을 남겨주었다.",1
1354,20살에 드디어 쇼생크탈출을 봤네요정말 너무 감동적이고 재밌는 영화같아요모건 프리먼이라는 배우도 다시 한번보게 되고..브룩스 할아버지가 극단적 선택을 한게 너무 슬펐지만 모든게 완벽했던 영화두고두고 보고싶다,1
866,대단했습니다 Mess Around 에 레코딩상황은 정말 보는 저도 흥분시키더라구요,1
1086,너무 좋다ㅠ지연목소리 욀케 좋음?? 완전 공주처럼 생겨서 목소리가 허스키하넹^^지연♥♥,0
856,커플들이 많이 볼 볼 듯한 영화,0
276,마리가 좀 허무하게 죽은듯해서 ㅠㅠ 엔딩장면과 ost가 계속 생각나네요 굿!!,1
949,많이.. .. 안타깝다,0
1101,제목때문에 삼류 에로 영화 타이틀 같지만 내용은 물 알찬 스릴러 물 그리고 요즘 덱스터에 나오는 데스몬드의 리즈시절 모습을 볼수 있기에,0
1128,"지하실에 갖혀서 속고사는건 어쩌면, 우리일지도 몰라.",1
193,영 깔끔하고 절제된 감정. 좋은 영화,0
562,블랙호크구하려다 다죽네 ㅠㅜ,1
239,의리 의리 의리 !!!!,0
1321,스토리개연성이떨어진다니뭐니 지루하다니 뭐니할거면 니들이만들어봐,0
1013,"말이 필요없다, 세심한 것 하나 놓치지 않는 완벽주의자 장 피에르 주네!",0
1383,이 이 가슴 먹먹함은 뭘까? 진정한 사랑은 그사람을 위하는건지? 그게 진짜 사랑인가? 좋은음악과 함께 끝나도 여운이 남는영화,1
792,러닝타임 내내 잿빛의 어두운 얼굴을 가졌던 자인이 마지막 장면 미소를 보며 원래는 정말 이쁜 아이임을 느꼈다. 세상이 미소를 앗았갔을 것이다. 정말 충격적인 마지막 자인의 미소. 명작이다.,1
686,타오르는 불꽃은 순간이죠.. 하지만 그 순간을 살았어요..,1
337,스토리는 참신하네요 치히로가 울때마다 울컥하네요 ㅋㅋ 그리고 마지막에 떠날때 아쉬운 표정으로 꼭 다시 또보자고 말할때 너무 감동적이에요,1
648,아버지와는 다른 임종을 거두는(똥개두마리만 곁에 맴도는)마이클..,1
1049,정말 멋진 결말!ㅎ,0
127,엔하위키 보다가 뭔가해서 다운받아봄.. 굿,0
59,중반 이후로 가면서 흥미진진했다. 마지막까지 어떻게 될지 몰라서 '제발 성공해라.. 제발!!' 이렇게 빌면서 봤다. 여주인공역이 너무 예쁘고 두 세 번 봐도 질리지 않을 것 같다. 강력하게 추천함.,1
668,최민수에게 연인 빼앗긴 손지창 넘 불쌍,1
1301,댄스퀸 롤라와 함께 희망찬 새해를~,0
